   PADA MARKERS	PADAH MARKERS
   For a four-pada verse:	FoH a fouH--pada verse:
   For a six-pada verse:	FoH a six-pada verse:
   taṃ natvā vimalaṃ śivārkakiraṇe śāstre pare racyate $ saṅkṣepādvivṛtiḥ	tam natvA vimalam Siva-arka-kiraNe SAstre pare racyate $ saFkzepAt-vivRtiH
   padeṣu gamikā vidyākhyapāde yataḥ &	padezu gamikA vidyA-AKya-pAde yatas &
   prokto vistarataḥ padārthaviṣayo yuktyāgamairnirṇayaḥ % prāyo 'nyatra mayā	proktaH vistarataH padArTa-vizayaH yukti-AgamEH-nirNayaH % prAyas anyatra mayA
   kṛtāntavimaticchedāya sādhāraṇaḥ // KirT_0.1 //	kRtAnta-vimati=-CedAya sADAraNaH // KirT_0.1 //
   purā kila bhagavatomāpatinā garutmato 'nugrahaṃ kurvatā yathā yādṛgrūpaṃ	purA kila BagavatA-umApatinA garutmataH anugraham kurvatA yaTA yAdRS-rUpam
   ca śāstramupadiṣṭaṃ tathā tādṛgrūpaṃ ca kaścittacchiṣyaḥ praśiṣyo vā	ca SAstram-upadizwam taTA tAdRS-rUpam ca kaScid-tad-SizyaH praSizyaH vA
   svaśiṣyebhyaḥ kathayati	sva-SizyeByaH kaTayati
   kailāsaśikharāsīnaṃ $ somaṃ somārdhaśekharam &	kElAsa-SiKara-AsInam $ somam soma-arDa-SeKaram &
   haraṃ dṛṣṭvābravīttārkṣyaḥ % stutipūrvamidaṃ vacaḥ // KirT_1.1 //	haram dRzwvA-abravIt-tArkzyaH % stuti-pUrvam-idam vacaH // KirT_1.1 //
   Vṛtti:	VRtti:
   yattu prathamamevotsūtraṃ kaiścicchāstrasvarūpaṃ tatsambandhābhidheyādi	yat-tu praTamam-eva-utsUtram kEScid-SAstra-svarUpam tad-sambanDa-aBiDeya-Adi
   cātra varṇyate tatsūtraireva teṣāṃ vakṣyamāṇatvādayuktameva|	ca-atra varNyate tad-sUtrEH-eva tezAm vakzyamANa-tvAt-ayuktam-eva|
   athādau pravṛttihetutvenāvaśyaṃ tadvaktavyamiti cet|	aTa-AdO pravRtti-hetu-tvena-avaSyam tat-vaktavyam-iti ced-|
   śāstrāntarāṇāmivātra tadabhidhānena pravṛttyayogāt|	SAstra-antarANAm-iva-atra tad-aBiDAnena pravRtti-ayogAt|
   atra hi gurūpasadanātprabhṛti guruvākyādeva sarvatra pravartitavyaṃ	atra hi guru-upasadanAt-praBRti guru-vAkyAt-eva sarvatra pravartitavyam
   nānyata iti	na-anyatas iti
   darśayiṣyāmaḥ|	darSayizyAmaH|
   tatra kailāsasya śikharamagrapradeśaḥ| tasminnāsīnaṃ taṃ dṛṣṭvetyanena	tatra kElAsasya SiKaram-agra-pradeSaH| tasmin=-AsInam tam dRzwvA-iti-anena
   yogimadhyasthitatvena vakṣyamāṇādasya	yogi-maDya-sTita-tvena vakzyamANAdasya
   brahmaviṣṇulokābhyāmūrdhvamaṇḍalamadhye vakṣyamāṇasya devasya viśeṣaḥ|	brahma-vizNu-lokAByAm-UrDva-maNxala-maDye vakzyamANasya devasya viSezaH|
   sahomayā vartate yastamityanena	saha-umayA vartate yaH-tam-iti-anena
   kailāsaśikharāsīnāntarācchrīmannandikeśvarāderviśeṣaḥ||	kElAsa-SiKara-AsInA-antarAt-SrImat-nandikeSvara-AdeH-viSezaH||
   atha rūḍhiryogamapaharatīti nyāyato 'tra somaśabdena kaściccandrameva	aTa rUXiH-yogam-apaharati-iti nyAyataH atra soma-Sabdena kaScid-candram-eva
   pratyeṣyatīti tadarthametatsomārdhaṃ śekhare śirasi yasya taṃ dṛṣṭveti|	pratyezyati-iti tad-arTam-etat-soma-arDam SeKare Sirasi yasya tam dRzwvA-iti|
   kiñca harati bandhanāni puṃbhyaḥ puṃso 'pyūrdhvaṃ padamiti haraḥ taṃ	kiQca harati banDanAni puMByaH puMsaH api-UrDvam padam-iti haraH tam
   svaguruṃ tārkṣyo dṛṣṭvetyarthaḥ|	sva-gurum tArkzyaH dRzwvA-iti-arTaH|
   ata evāsya nirvāṇadīkṣā sampanneti pratīyate|	atas eva-asya nirvANa-dIkzA sampannA-iti pratIyate|
   nādīkṣitānāṃ śravaṇādhikāra iti vakṣyati yataḥ|	na-adIkzitAnAm SravaNa-aDikAraH iti vakzyati yatas-|
   haraśabdasya rūḍhyaivomāpatyarthatve vyākhyāyamāne gatārthatvaṃ	hara-Sabdasya rUXyA-eva-umApati-arTa-tve vyAKyAyamAne gata-arTa-tvam
   vyavacchedāntarābhāvāditi viśiṣṭakriyāyogābhidhānenaiva vyākhyānaṃ jyāyaḥ|	vyavacCeda-antara-aBAvAt-iti viSizwa-kriyA-yoga-aBiDAnena-eva vyAKyAnam jyAyaH|
   atra ca praṇāmasāmarthyādeva darśanasya siddhernāyamartho haraṃ dṛṣṭveti|	atra ca praNAma-sAmarTyAt-eva darSanasya sidDeH-na-ayam-arTaH haram dRzwvA-iti|
   api tu stutipūrvaṃ dṛṣṭveti stutipūrvamiti padamatra kriyāviśeṣaṇatvena	api tu stuti-pUrvam dRzwvA-iti stuti-pUrvam-iti padam-atra kriyA-viSezaNa-tvena
   vyākhyeyam| na tu vacoviśeṣaṇatvena|	vyAKyeyam| na tu vacaH-viSezaNa-tvena|
   tataśca vakṣyamāṇāndhakamathanādikarmastutyā viśiṣṭakarmayuktaṃ	tatas-ca vakzyamANa-anDaka-maTana-Adi-karma-stutyAH viSizwa-karma-yuktam
   bhagavantamārādhyedaṃ vacanaṃ vainateyo 'bravīdityatrārthaḥ| tanna doṣaḥ	Bagavantam-ArADya-idam vacanam vEnateyaH abravIt-iti-atra-arTaH| tat-na dozaH
   kaściditi||	kaScid-iti||
   atha kāsau stutiryatpūrvaṃ dṛṣṭvetyuktam| tatrocyate	aTa kA-asO stutiH-yat-pUrvam dRzwvA-iti-uktam| tatra-ucyate
   jayāndhakapṛthuskandha- $ bandhabhedavicakṣaṇa &	jaya-anDaka-pRTu-skanDa $ banDa-Beda-vicakzaNa &
   jaya pravaravīreśa- % saṃruddhapuradāhaka // KirT_1.2 //	jaya pravara-vIra-ISa % saMrudDa-pura-dAhakaH // KirT_1.2 //
   jayākhilasureśāna- $ śiraśchedabhayānaka &	jaya-aKila-sura-ISAna $ SiraH-Ceda-BayAnakaH &
   jaya prathitasāmarthya- % manmathasthitināśana // KirT_1.3 //	jaya praTita-sAmarTya % manmaTa-sTiti-nASana // KirT_1.3 //
   jayācyutatanudhvaṃsa- $ kālakūṭabalāpaha &	jaya-acyuta-tanu-DvaMsa $ kAlakUwa-bala-apaha &
   jayāvartamahāṭopa- % saridvegavidhāraṇa // KirT_1.4 //	jaya-Avarta-mahA-Awopa % sarit-vega-viDAraNa // KirT_1.4 //
   jaya dāruvanodyāna- $ munipatnīvimohaka &	jaya dAru-vana-udyAna $ muni-patnI-vimohakaH &
   jaya nṛttamahārambha- % krīḍāvikṣobhadāruṇa // KirT_1.5 //	jaya nRtta-mahA-AramBa % krIxA-vikzoBa-dAruNa // KirT_1.5 //
   jayograrūpasaṃrambha- $ trāsitatridaśāsura &	jaya-ugra-rUpa-saMramBa $ trAsita-tridaSa-asuraH &
   jaya krūrajanendrāsya- % darśitāsṛksunirjhara // KirT_1.6 //	jaya krUra-jana-indra-Asya % darSita-asRj-su-nirJara // KirT_1.6 //
   jaya vīraparispanda- $ dakṣayajñavināśana &	jaya vIra-parispanda $ dakza-yajQa-vinASana &
   jayādbhutamahāliṅga- % saṃsthānabalagarvita // KirT_1.7 //	jaya-adButa-mahA-liFga % saMsTAna-bala-garvitaH // KirT_1.7 //
   jaya śvetanimittogra- $ mṛtyudehanipātana &	jaya Sveta-nimitta-ugra $ mRtyu-deha-nipAtana &
   jayāśeṣasukhāvāsa- % kāmamohitaśailaja // KirT_1.8 //	jaya-aSeza-suKa-AvAsa % kAma-mohita-SEla-ja // KirT_1.8 //
