   PADA MARKERS	PADAH MARKERS
   For a four-pada verse:	FoH a fouH--pada verse:
   For a six-pada verse:	FoH a six-pada verse:
   prathamaḥ sargaḥ	praTamaH sargaH
   pracaṇḍasūryaḥ spṛhaṇīyacandramāḥ $ sadāvagāhakṣatavārisaṃcayaḥ &	pracaNxa-sUryaH spRhaNIya-candramAH $ sadA-avagAha-kzata-vAri-saMcayaH &
   dināntaramyo 'bhyupaśāntamanmatho % nidāghakālo 'yamupāgataḥ priye //	dina-anta-ramyaH aByupaSAnta-manmaTaH % nidAGa-kAlaH ayam-upAgataH priye //
   KalRs_1.1 //	KalRH-_1.1 //
   niśāḥ śaśāṅkakṣatanīlarājayaḥ $ kvacidvicitraṃ jalayantramandiram &	niSAH SaSAFka-kzata-nIla-rAjayaH $ kvacid-vicitram jalayantra-mandiram &
   maṇiprakārāḥ sarasaṃ ca candanaṃ % śucau priye yānti janasya sevyatām //	maNi-prakArAH sarasam ca candanam % SucO priye yAnti janasya sevyatAm //
   KalRs_1.2 //	KalRH-_1.2 //
   suvāsitaṃ harmyatalaṃ manoharaṃ $ priyāmukhocchvāsavikampitaṃ madhu &	su-vAsitam harmya-talam manoharam $ priyA-muKa-ucCvAsa-vikampitam maDu &
   sutantrigītaṃ madanasya dīpanaṃ % śucau niśīthe 'nubhavanti kāminaḥ //	su-tantri-gItam madanasya dIpanam % SucO niSITe anuBavanti kAminaH //
   KalRs_1.3 //	KalRH-_1.3 //
   nitambabimbaiḥ sadukūlamekhalaiḥ $ stanaiḥ sahārābharaṇaiḥ sacandanaiḥ &	nitamba-bimbEH sa-dukUla-meKalEH $ stanEH sahAra-ABaraNEH sa-candanEH &
   śiroruhaiḥ snānakaṣāyavāsitaiḥ % striyo nidāghaṃ śamayanti kāminām //	SiroruhEH snAna-kazAya-vAsitEH % striyaH nidAGam Samayanti kAminAm //
   KalRs_1.4 //	KalRH-_1.4 //
   nitāntalākṣārasarāgarañjitair $ nitambinīnāṃ caraṇaiḥ sanūpuraiḥ &	nitAnta-lAkzA-rasa-rAga-raQjitEH $ nitambinInAm caraNEH sa-nUpurEH &
   pade pade haṃsarutānukāribhir % janasya cittaṃ kriyate samanmatham //	pade pade haMsa-ruta-anukAriBiH % janasya cittam kriyate sa-manmaTam //
   KalRs_1.5 //	KalRH-_1.5 //
   payodharāścandanapaṅkacarcitās $ tuṣāragaurārpitahāraśekharāḥ &	payoDarAH-candana-paFka-carcitAH $ tuzAra-gOra-arpita-hAra-SeKarAH &
   nitambadeśāśca sahemamekhalāḥ % prakurvate kasya mano na sotsukam //	nitamba-deSAH-ca sa-hema-meKalAH % prakurvate kasya manaH na sa-utsukam //
   KalRs_1.6 //	KalRH-_1.6 //
   samudgatasvedacitāṅgasaṃdhayo $ vimucya vāsāṃsi gurūṇi sāmpratam &	samudgata-sveda-cita-aFga-saMDayaH $ vimucya vAsAMsi gurUNi sAmpratam &
   staneṣu tanvaṃśukamunnatastanā % niveśayanti pramadāḥ sayauvanāḥ //	stanezu tanu-aMSukam-unnata-stanAH % niveSayanti pramadAH sa-yOvanAH //
   KalRs_1.7 //	KalRH-_1.7 //
   sacandanāmbuvyajanodbhavānilaiḥ $ sahārayaṣṭistanamaṇḍalārpaṇaiḥ &	sa-candana-ambu-vyajana-udBava-anilEH $ sahAra-yazwi-stana-maNxala-arpaNEH &
   savallakīkākaligītanisvanair % vibodhyate supta ivādya manmathaḥ //	sa-vallakI-kA-kali-gIta-nisvanEH % viboDyate suptaH iva-adya manmaTaH //
   KalRs_1.8 //	KalRH-_1.8 //
   siteṣu harmyeṣu niśāsu yoṣitāṃ $ sukhaprasuptāni mukhāni candramāḥ &	sitezu harmyezu niSAsu yozitAm $ suKa-prasuptAni muKAni candramAH &
   vilokya nūnaṃ bhṛśamutsukaściraṃ % niśākṣaye yāti hriyeva pāṇḍutām //	vilokya nUnam BRSam-utsukaH-ciram % niSA-kzaye yAti hriyA-iva pANxu-tAm //
   KalRs_1.9 //	KalRH-_1.9 //
   asahyavātoddhatareṇumaṇḍalā $ pracaṇḍasūryātapatāpitā mahī &	asahya-vAta-udData-reNu-maNxalA $ pracaNxa-sUrya-Atapa-tApitA mahI &
   na śakyate draṣṭumapi pravāsibhiḥ % priyāviyogānaladagdhamānasaiḥ //	na Sakyate drazwum-api pravAsiBiH % priyA-viyoga-anala-dagDa-mAnasEH //
   KalRs_1.10 //	KalRH-_1.10 //
   mṛgāḥ pracaṇḍātapatāpitā bhṛśaṃ $ tṛṣā mahatyā pariśuṣkatālavaḥ &	mRgAH pracaNxa-Atapa-tApitAH BRSam $ tRzA mahatyA pariSuzka-tAlavaH &
   vanāntare toyamiti pradhāvitā % nirīkṣya bhinnāñjanasaṃnibhaṃ nabhaḥ //	vana-antare toyam-iti praDAvitAH % nirIkzya BinnAQjana-saMniBam naBaH //
   KalRs_1.11 //	KalRH-_1.11 //
   savibhramaiḥ sasmitajihmavīkṣitair $ vilāsavatyo manasi pravāsinām &	sa-viBramEH sa-smita-jihma-vIkzitEH $ vilAsavatyaH manasi pravAsinAm &
   anaṅgasaṃdīpanamāśu kurvate % yathā pradoṣāḥ śaśicārubhūṣaṇāḥ //	anaFga-saMdIpanam-ASu kurvate % yaTA pradozAH SaSi-cAru-BUzaNAH //
   KalRs_1.12 //	KalRH-_1.12 //
   ravermayūkhair abhitāpito bhṛśaṃ $ vidahyamānaḥ pathi taptapāṃsubhiḥ &	raveH-mayUKEH aBitApitaH BRSam $ vidahyamAnaH paTi tapta-pAMsuBiH &
   avāṅmukho jihmagatiḥ śvasanmuhuḥ % phaṇī mayūrasya tale niṣīdati //	avAFmuKaH jihma-gatiH Svasan-muhur % PaNI mayUrasya tale nizIdati //
   KalRs_1.13 //	KalRH-_1.13 //
   tṛṣā mahatyā hatavikramodyamaḥ $ śvasanmuhur dūravidāritānanaḥ &	tRzA mahatyA hata-vikrama-udyamaH $ Svasan-muhur dUra-vidArita-AnanaH &
   na hantyadūre 'pi gajānmṛgeśvaro % vilolajihvaścalitāgrakesaraḥ //	na hanti-adUre api gajAn-mRgeSvaraH % vilola-jihvaH-calita-agra-kesaraH //
   KalRs_1.14 //	KalRH-_1.14 //
   viśuṣkakaṇṭhodgatasīkarāmbhaso $ gabhastibhir bhānumato 'nutāpitāḥ &	viSuzka-kaNWa-udgata-sIkara-amBasaH $ gaBastiBiH BAnumataH anutApitAH &
   pravṛddhatṛṣṇopahatā jalārthino % na dantinaḥ kesariṇo 'pi bibhyati //	pravRdDa-tRzNA-upahatAH jala-arTinaH % na dantinaH kesariNaH api biByati //
   KalRs_1.15 //	KalRH-_1.15 //
   hutāgnikalpaiḥ saviturgabhastibhiḥ $ kalāpinaḥ klāntaśarīracetasaḥ &	huta-agni-kalpEH savituH-gaBastiBiH $ kalApinaH klAnta-SarIra-cetasaH &
   na bhoginaṃ ghnanti samīpavartinaṃ % kalāpacakreṣu niveśitānanam //	na Boginam Gnanti samIpa-vartinam % kalApa-cakrezu niveSita-Ananam //
   KalRs_1.16 //	KalRH-_1.16 //
   sabhadramustaṃ pariśuṣkakardamaṃ $ saraḥ khanann āyatapotṛmaṇḍalaiḥ &	saBadramustam pariSuzka-kardamam $ saraH Kanan Ayata-potR-maNxalEH &
   ravermayūkhairabhitāpito bhṛśaṃ % varāhayūtho viśatīva bhūtalam //	raveH-mayUKEH-aBitApitaH BRSam % varAha-yUTaH viSati-iva BU-talam //
   KalRs_1.17 //	KalRH-_1.17 //
   vivasvatā tīkṣṇatarāṃśumālinā $ sapaṅkatoyāt saraso 'bhitāpitaḥ &	vivasvatA tIkzNatara-aMSu-mAlinA $ sa-paFka-toyAt sarasaH aBitApitaH &
   utplutya bhekastṛṣitasya bhoginaḥ % phaṇātapatrasya tale niṣīdati //	utplutya BekaH-tRzitasya BoginaH % PaNa-Atapatrasya tale nizIdati //
   KalRs_1.18 //	KalRH-_1.18 //
